search_id,nbs_id,suitability_family_id,table,category,search_terms,screening_steps,inclusion_criteria,limits,n_retrieved,n_screened,n_included,search_date,run_id,searched_by,ruleset_version,discovery_log_ref,note
agroforestry__T6__grey__agroforestry__planted_silvoarable__2026-08-05,agroforestry,agroforestry__planted_silvoarable,T6,grey,WebSearch q1='alley cropping parkland agroforestry field manual yield income adoption WOCAT FAO TECA ICRAF cost per hectare' ; q2='World Bank agroforestry trees on farms cost per hectare carbon adoption evidence report Sahel parkland',frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T6 = outcomes (yield/adoption/income/carbon/biodiversity) + indicative scoping-grade cost; adoption/MEL included; species envelopes excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50; cap included ~3-6/process,16,12,3,2026-08-05,targeted_discovery_2026-08,Pete/Claude,v1.4.1,agroforestry_planted_silvoarable_T6_2026-08.md,"Two WebSearch passes (~8 results each). Kept UMissouri Center for Agroforestry 2024 alley-cropping training manual (establishment costs), FAO Intro to Alley Farming, ICRAF Sahel carbon brief. WOCAT/TECA not surfaced this pass -> gap. Grey positive-bias discount applies to income/benefit claims."
agroforestry__T6__tool__agroforestry__planted_silvoarable__2026-08-05,agroforestry,agroforestry__planted_silvoarable,T6,tool,WebSearch q='github agroforestry suitability MCDA alley cropping GEE model carbon yield tool repository' ; then: git clone --depth 1 https://github.com/saraheb3/AgroforestrySuitability_GEE.git ; grep -niE 'alley|weight|slope|income' gee_script/Agroforestry-Suitability-Map,frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T6 = outcomes (yield/adoption/income/carbon/biodiversity) + indicative scoping-grade cost; adoption/MEL included; species envelopes excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50; cap included ~3-6/process,8,4,2,2026-08-05,targeted_discovery_2026-08,Pete/Claude,v1.4.1,agroforestry_planted_silvoarable_T6_2026-08.md,saraheb3/AgroforestrySuitability_GEE @af338e8: alley cropping is a real code branch (line 79 practice==1) with hardcoded per-practice env-priority weights (L497-503) + economic income layer (L482). Per-species tree-growth scripts IGNORED (species envelopes). Also USDA ALLEY economic model (GTR-SRS-235). Both US/HIC.
agroforestry__T3__stock__agroforestry__shaded_perennial__2026-08-05,agroforestry,agroforestry__shaded_perennial,T3,stock,OpenAlex title.search: (shaded OR shade) AND (coffee OR cocoa OR cacao) AND (drought OR climate OR resilience OR temperature) | sort=cited_by_count:desc,frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T3 = climate-hazard response of the practice (drought/heat/flood/wind/erosion); species envelopes excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50; cap included ~3-6/process,39,12,4,2026-08-05,targeted_discovery_2026-08,Pete/Claude,v1.4.1,agroforestry_shaded_perennial_T3_2026-08.md,"High-cite historical slice. Strong LMIC representation (Ghana, Brazil, Colombia). Excluded avian/warbler biodiversity papers (off T3) and cocoa drought-tolerance genetics (species/variety envelope, claim_scope=species). Shaded-coffee review is the anchor benchmark."
agroforestry__T3__updated_lit__agroforestry__shaded_perennial__2026-08-05,agroforestry,agroforestry__shaded_perennial,T3,updated_lit,"OpenAlex title.search: (shade OR shaded) AND (coffee OR cocoa OR cacao) AND (drought OR heat OR microclimate OR buffer OR adaptation), from_publication_date:2015-01-01 | sort=cited_by_count:desc ;; PLUS WebSearch for 2025 systematic review/meta-analysis",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T3 = climate-hazard response of the practice (drought/heat/flood/wind/erosion); species envelopes excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50; cap included ~3-6/process,27,14,5,2026-08-05,targeted_discovery_2026-08,Pete/Claude,v1.4.1,agroforestry_shaded_perennial_T3_2026-08.md,"Recent focused slice dominated by microclimate-buffering mechanism papers (throughfall, canopy temp, soil/water loss) plus a 2025 meta-analysis quantifying hazard-response effect sizes. Excluded pathogen-epidemiology 'dark side of shade' papers where shade increases disease (relevant caveat but T3-adjacent, flagged in gaps)."
agroforestry__T3__grey__agroforestry__shaded_perennial__2026-08-05,agroforestry,agroforestry__shaded_perennial,T3,grey,WebSearch: 'shaded coffee cocoa agroforestry shade trees drought climate resilience field manual WOCAT FAO CIPAV' ;; 'WOCAT SLM technology shade coffee cocoa agroforestry drought erosion; TECA FAO shade-grown cocoa climate adaptation manual',frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T3 = climate-hazard response of the practice (drought/heat/flood/wind/erosion); species envelopes excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50; cap included ~3-6/process,8,8,4,2026-08-05,targeted_discovery_2026-08,Pete/Claude,v1.4.1,agroforestry_shaded_perennial_T3_2026-08.md,"Authority-org set: World Bank/FCPF cocoa agroforestry implementation guide (WB project doc, diamond class), WOCAT SLM technology record, FAO TECA shade-grown coffee, Nature-based Solutions Initiative brief. Grey-lit positive-bias discount applies (benefit claims overstated vs peer review)."
agroforestry__T3__tool__agroforestry__shaded_perennial__2026-08-05,agroforestry,agroforestry__shaded_perennial,T3,tool,"GitHub repo search: 'coffee+agroforestry', 'coffee+suitability+model', 'cocoa+climate+suitability', 'shade+tree+microclimate+coffee' | sort=stars ;; code search blocked (auth required)",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T3 = climate-hazard response of the practice (drought/heat/flood/wind/erosion); species envelopes excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50; cap included ~3-6/process,8,6,2,2026-08-05,targeted_discovery_2026-08,Pete/Claude,v1.4.1,agroforestry_shaded_perennial_T3_2026-08.md,"Process-based coffee-agroforestry models that mechanistically encode shade->microclimate/water-stress response (T3-relevant): CAF2014 (Fortran) and DynACof (R). enm_agroforestry screened out for T3 (niche/suitability => T4, and crop-niche driven). No dedicated shade GEE/MCDA suitability tool found; code search needs auth token."
agroforestry__T6__stock__agroforestry__shaded_perennial__2026-08-05,agroforestry,agroforestry__shaded_perennial,T6,stock,OpenAlex REST: title.search:(shaded OR shade) AND (coffee OR cocoa OR cacao) AND (yield OR income OR carbon OR adoption OR biodiversity)  [sort=cited_by_count:desc],frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T6 = outcomes (yield/adoption/income/carbon/biodiversity) + indicative scoping-grade cost; adoption/MEL included; species envelopes excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50; cap included ~3-6/process,154,15,5,2026-08-05,targeted_discovery_2026-08,Pete/Claude,v1.4.1,agroforestry_shaded_perennial_T6_2026-08.md,"Seminal/high-cite F5 outcome slice. Strong on biodiversity+yield+carbon; classic shade-coffee/cocoa literature is heavily Neotropical + W-African (LMIC). Excluded pure biodiversity-refuge ecology papers (descriptor, not T6 outcome) and single-species tree carbon-physiology papers (borderline site-scale)."
agroforestry__T6__updated_lit__agroforestry__shaded_perennial__2026-08-05,agroforestry,agroforestry__shaded_perennial,T6,updated_lit,"OpenAlex REST: title.search:(shade OR shaded) AND (coffee OR cocoa OR cacao) AND (adoption OR income OR livelihood OR profitability OR cost), from_publication_date:2015-01-01  [sort=cited_by_count:desc]",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T6 = outcomes (yield/adoption/income/carbon/biodiversity) + indicative scoping-grade cost; adoption/MEL included; species envelopes excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50; cap included ~3-6/process,15,15,6,2026-08-05,targeted_discovery_2026-08,Pete/Claude,v1.4.1,agroforestry_shaded_perennial_T6_2026-08.md,"Recent (2015-2026) adoption/income/profitability focus. Good adoption + cost-effectiveness coverage (Ghana, Ethiopia, Peru). Whole result set screened (only 15 total for this narrow boolean)."
agroforestry__T6__grey__agroforestry__shaded_perennial__2026-08-05,agroforestry,agroforestry__shaded_perennial,T6,grey,WebSearch #1: 'shaded coffee cocoa agroforestry adoption yield income carbon cost per hectare WOCAT FAO field manual'  |  WebSearch #2: 'WOCAT SLM technology shade-grown coffee cocoa agroforestry establishment cost benefit Latin America CIPAV',frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T6 = outcomes (yield/adoption/income/carbon/biodiversity) + indicative scoping-grade cost; adoption/MEL included; species envelopes excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50; cap included ~3-6/process,17,10,4,2026-08-05,targeted_discovery_2026-08,Pete/Claude,v1.4.1,agroforestry_shaded_perennial_T6_2026-08.md,"Authority orgs well represented: World Bank/FCPF cocoa implementation guide, WOCAT SLM technology (LMIC-grounded, carries cost/benefit fields), SWISSCO industry brief, NbS Initiative synthesis brief (quantified +$1,760/ha net income, +1 t/ha, +6.5 MgC/ha). Grey benefit claims to be positive-bias discounted (COI axis) at synthesis."
agroforestry__T6__tool__agroforestry__shaded_perennial__2026-08-05,agroforestry,agroforestry__shaded_perennial,T6,tool,GitHub API + gh CLI: repos q='shade coffee suitability' / 'cocoa agroforestry suitability mapping' / 'coffee cocoa agroforestry model yield' / 'coffee suitability google earth engine' / 'cocoa suitability climate mapping'; code q='shade coffee suitability language:Python',frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T6 = outcomes (yield/adoption/income/carbon/biodiversity) + indicative scoping-grade cost; adoption/MEL included; species envelopes excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50; cap included ~3-6/process,15,6,0,2026-08-05,targeted_discovery_2026-08,Pete/Claude,v1.4.1,agroforestry_shaded_perennial_T6_2026-08.md,"No tool with hardcoded T6 outcome/cost-effectiveness parameters for shaded perennial crops found. ShadeMotion (shade-pattern simulator) is proprietary, not an OA repo. Generic crop-recommendation apps and the navvyiin coffee-corridor/encroachment repo fail PICOS (practice not explicit and no extractable T6 params). Tools mostly carry T4 suitability logic, not T6 outcomes — expected thin yield for this table."
agroforestry__T4__stock__agroforestry__shaded_perennial__2026-08-05,agroforestry,agroforestry__shaded_perennial,T4,stock,OpenAlex title.search: (coffee OR cocoa) AND climate AND suitability ; sort=cited_by_count:desc ; per_page=12,frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T4 suitability = biophysical + system_constraint (+hard legal masks); soft enabling-env excluded (operational_risk); species envelopes excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50; cap included ~3-6/process,30,14,2,2026-08-05,targeted_discovery_2026-08,Pete/Claude,v1.4.1,agroforestry_shaded_perennial_T4_2026-08.md,"Seminal crop-envelope slice. Coffee/cocoa bioclimatic suitability = the gating envelope for F5 (crop-as-parameter, in-scope under allow_crop_scope). Dropped bird/pollinator-habitat and single-district papers as off-scope for a practice-level T4 envelope. First narrower query '(shaded OR shade-grown) AND (coffee OR cocoa) AND suitability' returned only TOTAL=1 (a bird-habitat paper), so broadened."
agroforestry__T4__updated_lit__agroforestry__shaded_perennial__2026-08-05,agroforestry,agroforestry__shaded_perennial,T4,updated_lit,"OpenAlex title.search: (shade OR shaded) AND (cocoa OR cacao) AND (yield OR microclimate) , from_publication_date:2015-01-01 ; sort=cited_by_count:desc || complementary title search: coffee arabica shade meta-analysis optimal shade percent yield",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T4 suitability = biophysical + system_constraint (+hard legal masks); soft enabling-env excluded (operational_risk); species envelopes excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50; cap included ~3-6/process,26,12,4,2026-08-05,targeted_discovery_2026-08,Pete/Claude,v1.4.1,agroforestry_shaded_perennial_T4_2026-08.md,Recent shade-response + suitability-buffer slice. Koutouleas 2022 arabica shade meta-analysis retrieved via the complementary coffee title search (cocoa query is cocoa-only). Excluded carbon-storage / biodiversity-yield (ants/birds/bats) papers as off-scope for T4 structural suitability.
agroforestry__T4__grey__agroforestry__shaded_perennial__2026-08-05,agroforestry,agroforestry__shaded_perennial,T4,grey,WebSearch EN: 'shaded coffee cocoa agroforestry suitability optimal shade level recommendation WOCAT ICRAF CIFOR manual' || WebSearch ES: 'cafe con sombra cacao agroforestal zonificacion aptitud altitud requerimientos FAO CIPAV manual tecnico',frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T4 suitability = biophysical + system_constraint (+hard legal masks); soft enabling-env excluded (operational_risk); species envelopes excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50; cap included ~3-6/process,20,10,4,2026-08-05,targeted_discovery_2026-08,Pete/Claude,v1.4.1,agroforestry_shaded_perennial_T4_2026-08.md,"LMIC-grounded field manuals + agroecological-zoning guides. Dominican Republic Min. Environment REDD+ guides (cafe/cacao bajo sombra) and CENICAFE (Colombian coffee authority) give explicit altitude/temp/precip/slope envelopes. WOCAT SLM DB returned nothing specific; ShadeMotion is a shade-geometry tool, not a suitability manual."
agroforestry__T4__tool__agroforestry__shaded_perennial__2026-08-05,agroforestry,agroforestry__shaded_perennial,T4,tool,"GitHub API repositories q= 'coffee suitability earth engine' (0), 'cocoa suitability random forest' (1), 'coffee land suitability GIS' (0), 'land suitability MCDA agriculture' (0), 'shade coffee model' (0)",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T4 suitability = biophysical + system_constraint (+hard legal masks); soft enabling-env excluded (operational_risk); species envelopes excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50; cap included ~3-6/process,1,1,1,2026-08-05,targeted_discovery_2026-08,Pete/Claude,v1.4.1,agroforestry_shaded_perennial_T4_2026-08.md,"Thin tool landscape. Only fabiolexcastro/cocoa_Col (R, cocoa RF+PCA suitability). Inspected clustering.R at HEAD 159ee07: data-driven PCA/RandomForest over bioclim vars, NO hardcoded thresholds/weights/masks (like spatMCDA.R) -> no extractable EV claim. ShadeMotion is proprietary/closed-source, cannot be code-evidenced."
agroforestry__T3__stock__agroforestry__linear_boundary__2026-08-05,agroforestry,agroforestry__linear_boundary,T3,stock,OpenAlex title.search: (windbreak OR shelterbelt OR hedgerow OR shelterbelts OR windbreaks) AND (drought OR wind OR erosion OR microclimate OR crop) ; sort=cited_by_count:desc,frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T3 = climate-hazard response of the practice (drought/heat/flood/wind/erosion); species envelopes excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50; cap included ~3-6/process,715,12,3,2026-08-05,targeted_discovery_2026-08,Pete/Claude,v1.4.1,agroforestry_linear_boundary_T3_2026-08.md,"Seminal windbreak/shelterbelt corpus dominated by wind-flow/microclimate/crop-yield and wind-erosion mechanism papers (1988 AGEE special issue, Cleugh reviews, Cornelis optimal-design). All directly encode F4 hazard-response (wind, ET, erosion). Bias: HIC/temperate + wind-tunnel; species-specific growth papers excluded."
agroforestry__T3__updated_lit__agroforestry__linear_boundary__2026-08-05,agroforestry,agroforestry__linear_boundary,T3,updated_lit,"OpenAlex title.search: (shelterbelt OR windbreak OR hedgerow) AND (Sahel OR semiarid OR Africa OR tropical OR erosion) , from_publication_date:2010-01-01 ; sort=cited_by_count:desc  [broad agroforestry x climate slice (windbreak OR shelterbelt OR hedgerow OR agroforestry) AND (drought OR wind OR flood OR erosion OR resilience OR climate), 2015+ = 1612 but mostly whole-NbS, not F4]",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T3 = climate-hazard response of the practice (drought/heat/flood/wind/erosion); species envelopes excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50; cap included ~3-6/process,98,11,4,2026-08-05,targeted_discovery_2026-08,Pete/Claude,v1.4.1,agroforestry_linear_boundary_T3_2026-08.md,"Focused F4-x-hazard slice. Strong recent LMIC-grounded hits: wind-speed/soil-protection (gold OA), vineyard-ET reduction in South Africa (gold OA), loess-plateau contour-hedgerow erosion (China), windbreak PM/wind-erosion. Broad agroforestry-resilience papers (e.g. semiarid Kenya) EXCLUDED - practice not linear/boundary-explicit (PICOS)."
agroforestry__T3__grey__agroforestry__linear_boundary__2026-08-05,agroforestry,agroforestry__linear_boundary,T3,grey,WebSearch #1: shelterbelt windbreak field manual wind erosion drought crop protection FAO WOCAT guidelines | WebSearch #2: living fence contour hedgerow living barrier erosion control manual CIPAV ICRAF Latin America Sahel windbreak climate resilience,frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T3 = climate-hazard response of the practice (drought/heat/flood/wind/erosion); species envelopes excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50; cap included ~3-6/process,16,16,4,2026-08-05,targeted_discovery_2026-08,Pete/Claude,v1.4.1,agroforestry_linear_boundary_T3_2026-08.md,"Authority design/field-manual set: FAO multi-purpose windbreak/shelterbelt soil-conservation entry, NRCS CPS-380 windbreak establishment (hardcoded 10H leeward/2H windward protection, 40-60% porosity), UNCCD natural-windbreaks toolbox, FAO STI shelterbelts for sandy/drought areas (LMIC-relevant). WOCAT/CIPAV DB entries referenced but not directly returned - flagged as gap. Grey positive-bias discount applies."
agroforestry__T3__tool__agroforestry__linear_boundary__2026-08-05,agroforestry,agroforestry__linear_boundary,T3,tool,"WebSearch: github windbreak shelterbelt suitability GIS model wind erosion RWEQ WEPS site placement tool | github riparian buffer placement suitability GEE agroforestry hedgerow siting model script ; GitHub API: repos/saraheb3/AgroforestrySuitability_GEE tree + gee_script/Field-Buffer-Areas, Riparian-Buffer-Areas",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T3 = climate-hazard response of the practice (drought/heat/flood/wind/erosion); species envelopes excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50; cap included ~3-6/process,2,2,1,2026-08-05,targeted_discovery_2026-08,Pete/Claude,v1.4.1,agroforestry_linear_boundary_T3_2026-08.md,"saraheb3/AgroforestrySuitability_GEE has explicit F4 branches (Field-Buffer-Areas 'for windbreaks', Riparian-Buffer-Areas). Per-species tree-growth scripts (Apple/Walnut/Pecan/etc.) IGNORED = species envelopes. Caveat: scripts encode PLACEMENT geometry (T4-flavoured), not hazard-response coefficients - only weakly T3. WEPS/RWEQ wind-erosion models surfaced as papers, no clean OA repo found."
agroforestry__T4__stock__agroforestry__linear_boundary__2026-08-05,agroforestry,agroforestry__linear_boundary,T4,stock,"OpenAlex title.search boolean queries: (1) (windbreak OR shelterbelt OR shelterbelts) AND (suitability OR siting OR establishment OR design OR wind); (2) (shelterbelt OR windbreak) AND (crop OR yield OR agriculture OR farmland); (3) (hedgerow OR ""living fence"" OR ""live fence"" OR ""contour hedge"") AND (agroforestry OR suitability OR erosion OR slope OR farm); (4) (""riparian buffer"" OR ""vegetative buffer"" OR ""buffer strip"") AND (suitability OR siting OR placement OR watershed OR agricultural); sort=cited_by_count:desc",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T4 suitability = biophysical + system_constraint (+hard legal masks); soft enabling-env excluded (operational_risk); species envelopes excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50; cap included ~3-6/process,1450,36,6,2026-08-05,targeted_discovery_2026-08,Pete/Claude,v1.4.1,agroforestry_linear_boundary_T4_2026-08.md,"Real OpenAlex totals per query: Q1=458, Q2=465, Q3=230, Q4=297. Seminal slice well-populated across all three F4 line functions (wind shelter, contour erosion hedge, riparian/vegetative buffer). Screened out pure ecology/biodiversity/insect-dispersal and wind-tunnel fluid-dynamics papers (no suitability envelope). Kept design-rule, wind-erosion-control, slope/erosion and placement papers + LMIC contour-hedge cases."
agroforestry__T4__updated_lit__agroforestry__linear_boundary__2026-08-05,agroforestry,agroforestry__linear_boundary,T4,updated_lit,"OpenAlex title.search, filter from_publication_date:2015-01-01, sort=cited_by_count:desc: (5) (windbreak OR shelterbelt OR hedgerow OR ""living fence"" OR ""riparian buffer"") AND (GIS OR ""suitability mapping"" OR ""spatial prioritization"" OR ""spatial prioritisation"" OR ""multi-criteria""); (6) (windbreak OR shelterbelt OR ""living fence"" OR hedgerow) AND (Africa OR Sahel OR ""Latin America"" OR tropical OR smallholder OR ""wind erosion"")",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T4 suitability = biophysical + system_constraint (+hard legal masks); soft enabling-env excluded (operational_risk); species envelopes excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50; cap included ~3-6/process,45,17,5,2026-08-05,targeted_discovery_2026-08,Pete/Claude,v1.4.1,agroforestry_linear_boundary_T4_2026-08.md,"Q5 (explicit spatial-suitability method slice) total=only 5 works — thin; the one true MCDA land-suitability paper is Saskatchewan fuzzy-logic (W2998812581). Q6 total=40, recency slice biased to China/Europe wind-erosion; one South-Africa (W3012333360) and one tropical-riparian synthesis (W2894223577) give LMIC context. Suitability-mapping method literature for F4 is genuinely sparse."
agroforestry__T4__grey__agroforestry__linear_boundary__2026-08-05,agroforestry,agroforestry__linear_boundary,T4,grey,"WebSearch (EN+ES): ""windbreak shelterbelt design site selection field manual FAO smallholder wind erosion guidelines""; ""WOCAT SLM technology living fence contour hedgerow windbreak land suitability requirements""; ""CIPAV cercas vivas setos forrajeros establecimiento condiciones suelo clima ganaderia Colombia""; ""riparian buffer siting tool NRCS forest buffer suitability model GIS chesapeake prioritization""",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T4 suitability = biophysical + system_constraint (+hard legal masks); soft enabling-env excluded (operational_risk); species envelopes excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50; cap included ~3-6/process,28,18,4,2026-08-05,targeted_discovery_2026-08,Pete/Claude,v1.4.1,agroforestry_linear_boundary_T4_2026-08.md,"Authority-org standards dominate: USDA-NRCS CPS 380 (windbreak) & 391 (riparian forest buffer) carry explicit rule thresholds (perpendicular to prevailing wind, 40-50% permeability, 10H protected zone, site-saturation species). WOCAT QCat platform holds LMIC line-planting technologies with land-use context. CIPAV (Colombia) covers living-fence/forage-hedge establishment (climate/soil, Leucaena) in Spanish — strong LMIC context tie-break."
agroforestry__T4__tool__agroforestry__linear_boundary__2026-08-05,agroforestry,agroforestry__linear_boundary,T4,tool,"GitHub API search/repositories: q=""windbreak shelterbelt suitability GIS""; q=""riparian buffer GIS""; q=""hedgerow detection remote sensing""; q=""riparian forest buffer prioritization"" (Accept: application/vnd.github+json). Platforms: Maryland Watershed Resources Registry / Chesapeake riparian prioritization; WOCAT QCat.",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T4 suitability = biophysical + system_constraint (+hard legal masks); soft enabling-env excluded (operational_risk); species envelopes excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50; cap included ~3-6/process,2,2,1,2026-08-05,targeted_discovery_2026-08,Pete/Claude,v1.4.1,agroforestry_linear_boundary_T4_2026-08.md,"WEAK AXIS. GitHub returned total_count 0 for windbreak/shelterbelt-suitability; 2 low-signal repos for riparian buffer (detection/flood, no hardcoded F4 suitability weights); hedgerow-detection query errored/empty. No open-source repo with extractable per-practice line-planting suitability weights/thresholds found. Closest operational tool is the rule-based Maryland WRR / Chesapeake riparian-preservation suitability scorer (web app, criteria documented but no accessible source code to pin commit"
agroforestry__T6__stock__agroforestry__linear_boundary__2026-08-05,agroforestry,agroforestry__linear_boundary,T6,stock,"OpenAlex title.search: (windbreak OR shelterbelt) AND (yield OR carbon OR biodiversity)  [188 hits] ;  (hedgerow OR ""living fence"" OR ""contour hedgerow"") AND (yield OR carbon OR income)  [138 hits]  — sort=cited_by_count:desc, per_page=12",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T6 = outcomes (yield/adoption/income/carbon/biodiversity) + indicative scoping-grade cost; adoption/MEL included; species envelopes excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50; cap included ~3-6/process,326,24,5,2026-08-05,targeted_discovery_2026-08,Pete/Claude,v1.4.1,agroforestry_linear_boundary_T6_2026-08.md,Seminal/high-cite slice. Strong on carbon (shelterbelt SOC Canada/China) + a 636-cite Ecology Letters hedgerow pest/pollination/yield meta-analysis. Temperate/HIC-heavy; one tropical biodiversity classic (live fences/windbreaks). PICOS: practice explicit in titles.
agroforestry__T6__updated_lit__agroforestry__linear_boundary__2026-08-05,agroforestry,agroforestry__linear_boundary,T6,updated_lit,"OpenAlex title.search filter+publication_year:2015-2026: (hedgerow OR ""living fence"" OR shelterbelt) AND (adoption OR smallholder OR tropical)  [10 hits] ;  (windbreak OR shelterbelt) AND (yield OR income OR cost)  [20 hits]  — sort=cited_by_count:desc",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T6 = outcomes (yield/adoption/income/carbon/biodiversity) + indicative scoping-grade cost; adoption/MEL included; species envelopes excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50; cap included ~3-6/process,30,22,5,2026-08-05,targeted_discovery_2026-08,Pete/Claude,v1.4.1,agroforestry_linear_boundary_T6_2026-08.md,"Recent focus surfaced the LMIC adoption/observed-reality signal: living fences Cambodia, vetiver hedgerow adoption Ethiopia, Battambang living-fence adoption dataset, shelterbelt cost/benefit/obstacle study. Yield-effect papers still HIC (Kansas-Nebraska, NE China)."
agroforestry__T6__grey__agroforestry__linear_boundary__2026-08-05,agroforestry,agroforestry__linear_boundary,T6,grey,WebSearch (EN+ES): 'windbreak shelterbelt living fence cost per hectare establishment yield benefit smallholder WOCAT FAO field manual' ; 'CIPAV living fence cerca viva costo beneficio ganadería América Latina cortina rompevientos rendimiento' ; 'WOCAT SLM technology contour hedgerow vegetative barrier establishment cost benefit yield database' ; 'World Bank ICRAF windbreak shelterbelt Great Green Wall Sahel cost per hectare carbon farmer income project',frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T6 = outcomes (yield/adoption/income/carbon/biodiversity) + indicative scoping-grade cost; adoption/MEL included; species envelopes excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50; cap included ~3-6/process,34,18,4,2026-08-05,targeted_discovery_2026-08,Pete/Claude,v1.4.1,agroforestry_linear_boundary_T6_2026-08.md,"Best LMIC cost/benefit sits in grey: WOCAT SLM DB (contour hedgerows Afghanistan, structured cost+fodder-yield fields), CIPAV/LRRD living-fence establishment cost (Latin America), a global tropical living-fence review (ES), and WB IEG/FAO Great Green Wall project evidence (carbon/jobs/income). US NRCS $/ft cost standards found but HIC."
agroforestry__T6__tool__agroforestry__linear_boundary__2026-08-05,agroforestry,agroforestry__linear_boundary,T6,tool,"GitHub REST + gh search repos: 'windbreak+shelterbelt+suitability' [0], 'riparian+buffer+siting+GIS' [0], 'hedgerow placement optimization' [0], 'windbreak', 'shelterbelt suitability', 'agroforestry suitability GEE', 'riparian buffer siting'",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T6 = outcomes (yield/adoption/income/carbon/biodiversity) + indicative scoping-grade cost; adoption/MEL included; species envelopes excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50; cap included ~3-6/process,8,6,1,2026-08-05,targeted_discovery_2026-08,Pete/Claude,v1.4.1,agroforestry_linear_boundary_T6_2026-08.md,"Almost nothing for T6 (outcomes/cost-effectiveness) — GitHub tools in this space are T4 placement/suitability, not outcome/cost models. Only saraheb3/AgroforestrySuitability_GEE has explicit Field-Buffer + Riparian-Buffer branches, but it computes placement masks (T4), hardcodes no outcome/cost params, and is US-Midwest (HIC). Low T6 relevance."
