source_id,nbs_id,family,tables,citation,doi,url,access_status,blocker,access_route,target_library_path,status,assigned,date_added,note
orefice2016_forage_profitability,agroforestry,silvopastoral,T6,"Orefice et al. (2017). Forage productivity and profitability in newly-established open pasture, silvopasture, and thinned forest production systems. Agroforestry Systems.",10.1007/s10457-016-0052-7,https://www.researchgate.net/publication/311237671_Forage_productivity_and_profitability_in_newly-established_open_pasture_silvopasture_and_thinned_forest_production_systems,oa,OA (websearch:researchgate/med),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/orefice2016_forage_profitability.pdf,pending,Namita-J,2026-08-05,Direct yield+profitability comparison (T6 cost-effectiveness). | free PDF via researchgate [med]: https://www.researchgate.net/publication/311237671_Forage_productivity_and_profitability_in_newly-established_open_pasture_silvopasture_and_thinned_forest_production_systems
olayamontes2020_colombia_soilcarbon,agroforestry,silvopastoral,T6,Olaya-Montes et al. (2020). Restoring soil carbon and chemical properties through silvopastoral adoption in the Colombian Andes. Land Degradation & Development.,10.1002/ldr.3832,https://doi.org/10.1002/ldr.3832,paywalled,"paywalled (Wiley, closed)",Institutional access via CGIAR library,D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/olayamontes2020_colombia_soilcarbon.pdf,pending,Namita-J,2026-08-05,Colombian Andes (LMIC) carbon outcome of SPS adoption; secondary carbon candidate if carbon T6 rows are thin. | web-searched 2026-08: no free copy (institutional); check ResearchGate manually.
guevara2008_soilmoisture_nz,agroforestry,silvopastoral,T3,Guevara-Escobar et al. (2008) Soil moisture and water use by pastures and silvopastures in a sub-humid temperate climate in New Zealand. Agroforestry Systems.,10.1007/s10457-008-9172-z,https://doi.org/10.1007/s10457-008-9172-z,paywalled,paywalled (Springer),Institutional access via CGIAR library,D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/guevara2008_soilmoisture_nz.pdf,pending,Namita-J,2026-08-05,Drought/water-balance buffering mechanism (temperate baseline). CGIAR institutional access via Namita-J. | possible free copy (LOW conf-verify): https://www.researchgate.net/publication/225975712_Soil_moisture_and_water_use_by_pastures_and_silvopastures_in_a_sub-humid_temperate_climate_in_New_Zealand
argentina2024_forage_drought,agroforestry,silvopastoral,T3,(2024) Response of forage production to drought in silvopastoral systems in Argentina. Agroforestry Systems.,10.1007/s10457-024-00986-9,https://doi.org/10.1007/s10457-024-00986-9,paywalled,paywalled (Springer),Institutional access via CGIAR library,D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/argentina2024_forage_drought.pdf,pending,Namita-J,2026-08-05,"Direct drought x forage response, LMIC (Argentina), recent. Priority T3 acquisition. | web-searched 2026-08: no free copy (institutional); check ResearchGate manually."
caatinga2022_thermalcomfort_arrangements,agroforestry,silvopastoral,T3,(2022) Microclimate and animal thermal comfort indexes in different silvopastoral system arrangements in Caatinga. Int. J. Biometeorology.,10.1007/s00484-021-02182-1,https://doi.org/10.1007/s00484-021-02182-1,paywalled,paywalled (Springer),Institutional access via CGIAR library,D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/caatinga2022_thermalcomfort_arrangements.pdf,pending,Namita-J,2026-08-05,"Heat/thermal-comfort response by tree arrangement, Brazil semi-arid Caatinga (LMIC). Config-dependent hazard-response variable. | web-searched 2026-08: no free copy (institutional); check ResearchGate manually."
beefcattle2024_heatstress,agroforestry,silvopastoral,T3,(2024) Silvopastoral systems as a strategy to attenuate the negative effects of heat stress on productivity of beef cattle. Agroforestry Systems.,10.1007/s10457-024-01081-9,https://doi.org/10.1007/s10457-024-01081-9,paywalled,paywalled (Springer),Institutional access via CGIAR library,D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/beefcattle2024_heatstress.pdf,pending,Namita-J,2026-08-05,"Heat-stress attenuation x cattle productivity; recent, screened-in T3 (heat hazard). Acquire via CGIAR. | web-searched 2026-08: no free copy (institutional); check ResearchGate manually."
roshetko_2002_indonesia_homegarden_carbon,agroforestry,homegardens_proximity,T6,"Roshetko, J.M., Delaney, M., Hairiah, K., Purnomosidhi, P. (2002). Carbon stocks in Indonesian homegarden systems: Can smallholder systems be targeted for increased carbon storage? American Journal of Alternative Agriculture 17(3).",10.1079/ajaa200116,https://repository.ipb.ac.id/handle/123456789/27907,oa,OA (websearch:university-repo/med),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/roshetko_2002_indonesia_homegarden_carbon.pdf,pending,Namita-J,2026-08-05,"High-cite (~190) carbon + smallholder-income foundation for homegardens, Indonesia in-scope. CGIAR institutional access likely (Roshetko = ICRAF); check ICRAF repository for an OA copy first. | free PDF via university-repo [med]: https://repository.ipb.ac.id/handle/123456789/27907"
fernandes_nair_1984_chagga_homegardens,agroforestry,homegardens_proximity,T6,"Fernandes, E.C.M., Oktingati, A., Maghembe, J. (1984). The Chagga homegardens: a multistoried agroforestry cropping system on Mt. Kilimanjaro. Agroforestry Systems 2.",10.1007/bf00131267,https://www.academia.edu/25922383/The_Chagga_homegardens_a_multistoried_agroforestry_cropping_system_on_Mt._Kilimanjaro_Northern_Tanzania_,oa,OA (websearch:academia/med),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/fernandes_nair_1984_chagga_homegardens.pdf,pending,Namita-J,2026-08-05,Seminal descriptive homegarden production/structure paper (~176 cites). CGIAR institutional Springer access. | free PDF via academia [med]: https://www.academia.edu/25922383/The_Chagga_homegardens_a_multistoried_agroforestry_cropping_system_on_Mt._Kilimanjaro_Northern_Tanzania_
homegarden_carbon_storage_2022,agroforestry,homegardens_proximity,T6,(2022) Homegardens as a modern carbon storage: Assessment of tree diversity and above-ground biomass of homegardens. Urban Forestry & Urban Greening 76.,10.1016/j.ufug.2022.127671,https://doi.org/10.1016/j.ufug.2022.127671,paywalled,paywalled (Elsevier),Institutional access via CGIAR library,D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/homegarden_carbon_storage_2022.pdf,pending,Namita-J,2026-08-05,Secondary carbon-outcome source; acquire only if Roshetko/OA carbon coverage proves thin. CGIAR ScienceDirect access. | web-searched 2026-08: no free copy (institutional); check ResearchGate manually.
kumar_nair_2004_enigma,agroforestry,homegardens_proximity,T4,"Kumar, B.M. & Nair, P.K.R. (2004). The enigma of tropical homegardens. Agroforestry Systems 61-62:135-152.",10.1023/b:agfo.0000028995.13227.ca,https://www.researchgate.net/publication/289754300_The_enigma_of_tropical_homegardens,oa,OA (websearch:researchgate/med),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/kumar_nair_2004_enigma.pdf,pending,Namita-J,2026-08-05,Screened-in high-priority stock review. Route to Namita-J via CGIAR institutional access; upload PDF to SharePoint library agroforestry/ and set SRC.library_path. | free PDF via researchgate [med]: https://www.researchgate.net/publication/289754300_The_enigma_of_tropical_homegardens
fernandes_nair_1986_structure,agroforestry,homegardens_proximity,T4,"Fernandes, E.C.M. & Nair, P.K.R. (1986). An evaluation of the structure and function of tropical homegardens. Agricultural Systems 21(4):279-310.",10.1016/0308-521x(86)90104-6,https://doi.org/10.1016/0308-521x(86)90104-6,paywalled,"paywalled (Elsevier, closed access)",Institutional access via CGIAR library,D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/fernandes_nair_1986_structure.pdf,pending,Namita-J,2026-08-05,Seminal structural typology; screened-in. CGIAR institutional retrieval via Namita-J -> SharePoint + SRC.library_path. | web-searched 2026-08: no free copy (institutional); check ResearchGate manually.
torquebiau_1992_sustainable,agroforestry,homegardens_proximity,T4,"Torquebiau, E. (1992). Are tropical agroforestry home gardens sustainable? Agriculture, Ecosystems & Environment 41(2):189-207.",10.1016/0167-8809(92)90109-o,https://doi.org/10.1016/0167-8809(92)90109-o,paywalled,"paywalled (Elsevier, closed access)",Institutional access via CGIAR library,D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/torquebiau_1992_sustainable.pdf,pending,Namita-J,2026-08-05,Medium-priority stock item; retrieve only if biophysical-envelope evidence is still thin after the two Nair reviews. CGIAR institutional access via Namita-J. | web-searched 2026-08: no free copy (institutional); check ResearchGate manually.
buchmann_cuban_homegardens_resilience_2009,agroforestry,homegardens_proximity,T3,Buchmann C. (2009). Cuban Home Gardens and Their Role in Social-Ecological Resilience. Human Ecology 37(6).,10.1007/s10745-009-9283-9,https://www.researchgate.net/publication/225397178_Cuban_Home_Gardens_and_Their_Role_in_Social-Ecological_Resilience,oa,OA (websearch:researchgate/med),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/buchmann_cuban_homegardens_resilience_2009.pdf,pending,Namita-J,2026-08-05,Seminal T3 resilience source; high priority. CGIAR institutional access via Namita-J. | free PDF via researchgate [med]: https://www.researchgate.net/publication/225397178_Cuban_Home_Gardens_and_Their_Role_in_Social-Ecological_Resilience
fernandes_nair_chagga_homegardens_kilimanjaro_1984,agroforestry,homegardens_proximity,T3,"Fernandes E.C.M., O'Kting'ati A., Maghembe J. (1984). The Chagga homegardens: a multistoried agroforestry cropping system on Mt. Kilimanjaro. Agroforestry Systems 2.",10.1007/bf00131267,https://www.academia.edu/25922383/The_Chagga_homegardens_a_multistoried_agroforestry_cropping_system_on_Mt._Kilimanjaro_Northern_Tanzania_,oa,OA (websearch:academia/med),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/fernandes_nair_chagga_homegardens_kilimanjaro_1984.pdf,pending,Namita-J,2026-08-05,Seminal structural reference; med T3 priority (microclimate buffering). | free PDF via academia [med]: https://www.academia.edu/25922383/The_Chagga_homegardens_a_multistoried_agroforestry_cropping_system_on_Mt._Kilimanjaro_Northern_Tanzania_
microclimate_regulation_rural_homegarden_2019,agroforestry,homegardens_proximity,T3,(2019). Microclimate regulation efficiency of the rural homegarden agroforestry system. Journal of Mountain Science 16.,10.1007/s11629-018-5112-1,https://jms.imde.ac.cn/en/article/pdf/preview/10.1007/s11629-018-5112-1.pdf,oa,OA (websearch:publisher-OA/high),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/microclimate_regulation_rural_homegarden_2019.pdf,pending,Namita-J,2026-08-05,Quantified microclimate/heat buffering - high-value validated metric for T3. CGIAR institutional access. | free PDF via publisher-OA [high]: https://jms.imde.ac.cn/en/article/pdf/preview/10.1007/s11629-018-5112-1.pdf
verchot_2007_adapt_mitigation_af,agroforestry,cross_family,T3,Verchot L.V. et al. (2007) Climate change: linking adaptation and mitigation through agroforestry. Mitigation and Adaptation Strategies for Global Change 12:901-918.,10.1007/s11027-007-9105-6,https://www.landscapealliance.org/publications/downloads/Publications/PDFS/ja07159.pdf,oa,OA (websearch:project-site/high),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/verchot_2007_adapt_mitigation_af.pdf,pending,Namita-J,2026-08-05,Seminal cross-family T3 anchor (784 cites). Namita-J to acquire via CGIAR institutional access; upload to SharePoint library/agroforestry/ + set SRC.library_path. | free PDF via project-site [high]: https://www.landscapealliance.org/publications/downloads/Publications/PDFS/ja07159.pdf
lin_2007_microclimate_extremes,agroforestry,cross_family,T3,Lin B.B. (2007) Agroforestry management as an adaptive strategy against potential microclimate extremes in coffee agriculture. Agricultural and Forest Meteorology 144(1-2):85-94.,10.1016/j.agrformet.2006.12.009,https://doi.org/10.1016/j.agrformet.2006.12.009,paywalled,paywalled (Elsevier; OpenAlex is_oa=false),Institutional access via CGIAR library,D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/lin_2007_microclimate_extremes.pdf,pending,Namita-J,2026-08-05,"Core microclimate-buffering mechanism (453 cites). NOTE: case study is coffee-based - check at extraction that hazard-buffering claims are stated at cross-practice level, else route to shaded-perennial (F5) family, not cross_family. CGIAR institutional acquire. | possible free copy (LOW conf-verify): https://www.researchgate.net/publication/238371821_Agroforestry_management_as_an_adaptive_strategy_against_potential_microclimate_extremes_in_coffee_agriculture"
pattanayak2003_af_adoption_stock,agroforestry,cross_family,T6,"Pattanayak SK, Mercer DE, Sills E, Yang JC (2003). Taking stock of agroforestry adoption studies. Agroforestry Systems 57:173-186.",10.1023/a:1024809108210,https://research.fs.usda.gov/treesearch/20297,oa,OA (websearch:usda-forestservice/high),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/pattanayak2003_af_adoption_stock.pdf,pending,Namita-J,2026-08-05,Seminal cross-family adoption stocktake. CGIAR institutional access likely. Hand to Namita-J. | free PDF via usda-forestservice [high]: https://research.fs.usda.gov/treesearch/20297
destefano2018_af_soc_meta,agroforestry,cross_family,T6,"De Stefano A, Jacobson MG (2018). Soil carbon sequestration in agroforestry systems: a meta-analysis. Agroforestry Systems 92:285-299.",10.1007/s10457-017-0147-9,https://www.researchgate.net/publication/320693130_Soil_carbon_sequestration_in_agroforestry_systems_a_meta-analysis,oa,OA (websearch:researchgate/med),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/destefano2018_af_soc_meta.pdf,pending,Namita-J,2026-08-05,Quantitative cross-family SOC outcome effect sizes. Springer; CGIAR access. Hand to Namita-J. | free PDF via researchgate [med]: https://www.researchgate.net/publication/320693130_Soil_carbon_sequestration_in_agroforestry_systems_a_meta-analysis
wocat_slm_economics_giger2015,agroforestry,cross_family,T6,"Giger M, Liniger H, Sauter C, Schwilch G (2018). Economic Benefits and Costs of Sustainable Land Management Technologies: An Analysis of WOCAT's Global Data. Land Degradation & Development 29(4):962-974.",10.1002/ldr.2429,https://doi.org/10.1002/ldr.2429,paywalled,paywalled,Institutional access via CGIAR library,D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/wocat_slm_economics_giger2015.pdf,pending,Namita-J,2026-08-05,"Peer-reviewed analysis of WOCAT global cost/benefit data (median establishment ~US$150/ha, BCR distribution) underpinning the open grey datasets. Wiley; CGIAR access. Hand to Namita-J. | web-searched 2026-08: no free copy (institutional); check ResearchGate manually."
nair1997_biophys_interactions,agroforestry,cross_family,T4,"Nair, P.K.R. (1997). Biophysical interactions in tropical agroforestry systems. Agroforestry Systems 38(1-3):3-50.",10.1023/A:1005971525590,https://www.cifor-icraf.org/knowledge/publication/33842/,oa,OA (websearch:agency-CIFOR-ICRAF/med),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/nair1997_biophys_interactions.pdf,pending,Namita-J,2026-08-05,Seminal cross-family biophysical envelope. Screened IN. Hand to Namita-J for CGIAR institutional access; cache PDF to .cache/corpus + upload to SharePoint library before extraction. | free PDF via agency-CIFOR-ICRAF [med]: https://www.cifor-icraf.org/knowledge/publication/33842/
anr_carbon_costeffective_2015,agroforestry,regeneration_farmland,T6,Carbon farming via assisted natural regeneration as a cost-effective mechanism (2015). Environmental Science & Policy 50.,10.1016/j.envsci.2015.02.003,https://www.researchgate.net/publication/273389245_Carbon_farming_via_assisted_natural_regeneration_as_a_cost-effective_mechanism_for_restoring_biodiversity_in_agricultural_landscapes,oa,OA (websearch:researchgate/med),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/anr_carbon_costeffective_2015.pdf,pending,Namita-J,2026-08-05,F2 T6 ANR carbon cost-effectiveness (cost_per_tCO2e); screened-in stock | free PDF via researchgate [med]: https://www.researchgate.net/publication/273389245_Carbon_farming_via_assisted_natural_regeneration_as_a_cost-effective_mechanism_for_restoring_biodiversity_in_agricultural_landscapes
brazil_biomes_carbon_biodiv_meta_2023,forest_restoration,assisted_regeneration,T6,"Meta-analysis of carbon stocks and biodiversity outcomes across Brazilian restored biomes, Science of the Total Environment (2023), S0048969723061855",10.1016/j.scitotenv.2023.166583,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4510899,oa,OA (websearch:ssrn/med),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/2_ForestRestoration/brazil_biomes_carbon_biodiv_meta_2023.pdf,pending,Namita-J,2026-08-05,Screened IN for T6: carbon stock + biodiversity recovery outcomes across restoration approaches (incl. natural/assisted regeneration) in Brazilian biomes — LMIC. Hand to Namita-J for CGIAR institutional access; verify exact DOI on retrieval. Never propose the PDF into git — cache to .cache/corpus on | free PDF via ssrn [med]: https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4510899
crouzeilles_2016_natregen_biodiversity_meta,forest_restoration,assisted_regeneration,T4,Crouzeilles R. et al. (2016) Natural regeneration and biodiversity: a global meta-analysis and implications for spatial planning. Biotropica 48(5).,10.1111/btp.12386,https://doi.org/10.1111/btp.12386,paywalled,paywalled (Wiley/Biotropica; OpenAlex is_oa=false),Institutional access via CGIAR library,D591_Rural-Scan_NBS/2_Technical_&_Data/library/2_ForestRestoration/crouzeilles_2016_natregen_biodiversity_meta.pdf,pending,Namita-J,2026-08-05,High T4 value: global spatial-planning framing of natural regen. Hand to Namita-J for CGIAR institutional access; cache PDF to SharePoint library/forest_restoration/ before any extraction. | web-searched 2026-08: no free copy (institutional); check ResearchGate manually.
anr_automating_tropical_2016,forest_restoration,assisted_regeneration,T4,Elliott S. et al. (2016) The potential for automating assisted natural regeneration of tropical forest ecosystems. Biotropica 48(6).,10.1111/btp.12387,https://cdn.forru.org/publication-files/forru-0000088-0001-en.pdf,oa,OA (websearch:agency/project-repo/high),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/2_ForestRestoration/anr_automating_tropical_2016.pdf,pending,Namita-J,2026-08-05,ANR practice + spatial site targeting. CGIAR institutional access via Namita-J. | free PDF via agency/project-repo [high]: https://cdn.forru.org/publication-files/forru-0000088-0001-en.pdf
landscape_regen_after_disturbance_2018,forest_restoration,assisted_regeneration,T4,Predicting the spatial patterns of forest regeneration after disturbance (2018) Ecological Applications 28(4).,10.1002/eap.1756,https://research.fs.usda.gov/download/treesearch/57074.pdf,oa,OA (websearch:agency/high),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/2_ForestRestoration/landscape_regen_after_disturbance_2018.pdf,pending,Namita-J,2026-08-05,Transferable distance-to-seed-source regen model; temperate (lower priority). Acquire only if tropical evidence saturates below cap. | free PDF via agency [high]: https://research.fs.usda.gov/download/treesearch/57074.pdf
shono_2007_anr_degraded_forestlands,forest_restoration,assisted_regeneration,T3,"Shono K., Cadaweng E.A., Durst P.B. (2007) Application of Assisted Natural Regeneration to Restore Degraded Tropical Forestlands. Restoration Ecology 15(4):620-626.",10.1111/j.1526-100X.2007.00274.x,http://formad-environnement.org/RNA_Restoration-Ecology_Shono-et-al2007.pdf,oa,OA (websearch:project-site/high),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/2_ForestRestoration/shono_2007_anr_degraded_forestlands.pdf,pending,Namita-J,2026-08-05,Seminal ANR practice source; fire/grazing/logging suppression = core T3 hazard-barrier content. ResearchGate copy exists (227679376) but not a citable provenance source. Hand to Namita-J (CGIAR institutional access) -> SharePoint library/forest_restoration/ + set SRC.library_path. | free PDF via project-site [high]: http://formad-environnement.org/RNA_Restoration-Ecology_Shono-et-al2007.pdf
naturerev_2025_drivers_natural_regeneration,forest_restoration,assisted_regeneration,T3,Drivers and benefits of natural regeneration in tropical forests. Nature Reviews Biodiversity (2025).,10.1038/s44358-025-00043-y,https://research.wur.nl/en/publications/drivers-and-benefits-of-natural-regeneration-in-tropical-forests,oa,OA (Unpaywall:repository),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/2_ForestRestoration/naturerev_2025_drivers_natural_regeneration.pdf,pending,Namita-J,2026-08-05,Recent review; climate/drought + disturbance drivers of regeneration potential. Namita-J CGIAR access -> library + library_path. | OA via Unpaywall (repository)
williams_2024_natregen_potential_model,forest_restoration,assisted_regeneration,T3,Williams B.A. et al. (2024) Global potential for natural regeneration in deforested tropical regions. Nature 636:131-137.,10.1038/s41586-024-08106-4,https://pmc.ncbi.nlm.nih.gov/articles/PMC11618091/,oa,OA (websearch:publisher-OA/high),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/2_ForestRestoration/williams_2024_natregen_potential_model.pdf,pending,Namita-J,2026-08-05,Paper itself is OA via PMC (no PDF acquisition needed). Blocker is the MODEL CODE: 'available on request from hawthornebeyer@gmail.com' — needed for tool-style file:line + commit_sha evidencing of hardcoded predictors/thresholds. Data rasters already OA on Zenodo (record 7428804). Namita/Pete to req | free PDF via publisher-OA [high]: https://pmc.ncbi.nlm.nih.gov/articles/PMC11618091/
reforestation_planting_methods_2023,forest_restoration,active_planting,T6,"Reforestation success can be enhanced by improving tree planting methods. Journal of Environmental Management, 2023 (PubMed 36871451; PII S0301479723004334).",,https://researchers.cdu.edu.au/files/72716695/Preece_et_al_2023_JEnvMgt.pdf,oa,OA (websearch:university-repo/high),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/2_ForestRestoration/reforestation_planting_methods_2023.pdf,pending,Namita-J,2026-08-05,For Namita-J via CGIAR institutional access. Core T6 active-planting survival/success synthesis. DOI to be confirmed on retrieval (PubMed 36871451). | free PDF via university-repo [high]: https://researchers.cdu.edu.au/files/72716695/Preece_et_al_2023_JEnvMgt.pdf
costeff_regen_vs_plantation_ncc_2024,forest_restoration,active_planting,T6,"Cost-effectiveness of natural forest regeneration and plantations for climate mitigation. Nature Climate Change, 2024.",10.1038/s41558-024-02068-1,https://www.researchgate.net/publication/382526398_Cost-effectiveness_of_natural_forest_regeneration_and_plantations_for_climate_mitigation,oa,OA (websearch:researchgate/med),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/2_ForestRestoration/costeff_regen_vs_plantation_ncc_2024.pdf,pending,Namita-J,2026-08-05,For Namita-J via CGIAR institutional access. High-value T6 spatial cost_per_tCO2e comparing active planting vs natural regen; also informs F2/F3 split. | free PDF via researchgate [med]: https://www.researchgate.net/publication/382526398_Cost-effectiveness_of_natural_forest_regeneration_and_plantations_for_climate_mitigation
cdm_afforestation_land_suitability_2008,forest_restoration,active_planting,T4,"Zomer et al. (2008) Climate change mitigation: A spatial analysis of global land suitability for clean development mechanism afforestation and reforestation. Agriculture, Ecosystems & Environment.",,https://cgiarcsi.community/wp-content/uploads/2019/01/zomer-et-al-2008-a-spatial-analysis-of-global-land-suitability-for-clean-development-mechanism-affresotation-and-reforestation.pdf,oa,OA (websearch:agency/high),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/2_ForestRestoration/cdm_afforestation_land_suitability_2008.pdf,pending,Namita-J,2026-08-05,High priority. Resolve DOI via OpenAlex W2107620525 after budget reset. CGIAR institutional access likely. Core global T4 planting-suitability source. | free PDF via agency [high]: https://cgiarcsi.community/wp-content/uploads/2019/01/zomer-et-al-2008-a-spatial-analysis-of-global-land-suitability-for-clean-development-mechanism-affresotation-and-reforestation.pdf
excessive_afforestation_arid_china_2010,forest_restoration,active_planting,T4,Cao et al. (2010) Excessive reliance on afforestation in China's arid and semi-arid regions: Lessons in ecological restoration. Earth-Science Reviews.,,https://openalex.org/W2067123747,paywalled,closed access (paywalled),Institutional access via CGIAR library,D591_Rural-Scan_NBS/2_Technical_&_Data/library/2_ForestRestoration/excessive_afforestation_arid_china_2010.pdf,pending,Namita-J,2026-08-05,Do-no-harm / dryland water-limit constraint evidence. Resolve DOI via OpenAlex ID. | web-searched 2026-08: no free copy (institutional); check ResearchGate manually.
portfolio_theory_reforestation_climate_2008,forest_restoration,active_planting,T4,Crowe & Parker (2008) Using portfolio theory to guide reforestation and restoration under climate change scenarios. Climatic Change.,,https://rngr.net/publications/assisted-migration/using-portfolio-theory-to-guide-reforestation-and-restoration-under-climate-change-scenarios,oa,OA (websearch:agency/semanticscholar/high),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/2_ForestRestoration/portfolio_theory_reforestation_climate_2008.pdf,pending,Namita-J,2026-08-05,Species/site selection under climate uncertainty. Resolve DOI via OpenAlex ID. | free PDF via agency/semanticscholar [high]: https://rngr.net/publications/assisted-migration/using-portfolio-theory-to-guide-reforestation-and-restoration-under-climate-change-scenarios
farmland_afforestation_hotspots_scotland_2007,forest_restoration,active_planting,T4,(2007) Mapping hotspots of multiple landscape functions: a case study on farmland afforestation in Scotland. Landscape Ecology.,,https://www.academia.edu/14539390/Mapping_hotspots_of_multiple_landscape_functions_a_case_study_on_farmland_afforestation_in_Scotland,oa,OA (websearch:academia/med),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/2_ForestRestoration/farmland_afforestation_hotspots_scotland_2007.pdf,pending,Namita-J,2026-08-05,Afforestation multi-criteria suitability mapping. Lower priority (temperate). Resolve DOI via OpenAlex ID. | free PDF via academia [med]: https://www.academia.edu/14539390/Mapping_hotspots_of_multiple_landscape_functions_a_case_study_on_farmland_afforestation_in_Scotland
optimizing_afforestation_reforestation_degraded_2024,forest_restoration,active_planting,T4,(2024) Optimizing afforestation and reforestation strategies to enhance ecosystem services in critically degraded regions. (Elsevier).,,https://www.sciencedirect.com/science/article/pii/S2666719324002073,oa,OA (websearch:publisher-OA/high),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/2_ForestRestoration/optimizing_afforestation_reforestation_degraded_2024.pdf,pending,Namita-J,2026-08-05,Recent; degraded-land targeting. CGIAR/institutional access. DOI on article page. | free PDF via publisher-OA [high]: https://www.sciencedirect.com/science/article/pii/S2666719324002073
large_seedling_survival_restorations_worldwide_2021,forest_restoration,active_planting,T3,Climate and species stress resistance modulate the higher survival of large seedlings in forest restorations worldwide (2021),,https://www.fs.usda.gov/rm/pubs_journals/2021/rmrs_2021_andivia_e001.pdf,oa,OA (websearch:agency/high),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/2_ForestRestoration/large_seedling_survival_restorations_worldwide_2021.pdf,pending,Namita-J,2026-08-05,"Global high-relevance stock pick. Search for OA/green copy first; if none, CGIAR institutional access. DOI to be resolved from PubMed. | free PDF via agency [high]: https://www.fs.usda.gov/rm/pubs_journals/2021/rmrs_2021_andivia_e001.pdf"
ecological_restoration_age_of_apocalypse_2023,forest_restoration,active_planting,T3,Ecological restoration in the age of apocalypse. Global Change Biology (2023),10.1111/gcb.16809,https://fwcs.oregonstate.edu/sites/agscid7/files/1094_ecological_restoration_in_the_age_of_apocalypse.pdf,oa,OA (websearch:university-repo/high),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/2_ForestRestoration/ecological_restoration_age_of_apocalypse_2023.pdf,pending,Namita-J,2026-08-05,High-relevance T3 hazard-to-establishment framing. CGIAR institutional (Wiley). | free PDF via university-repo [high]: https://fwcs.oregonstate.edu/sites/agscid7/files/1094_ecological_restoration_in_the_age_of_apocalypse.pdf
